InternshipID,InternshipRole,RequiredSkills,Organization,CityLocation,Stipend,Duration,EducationRequired,MinAge,MaxAge,InternshipType,RequiredSkills_lst
1187,Frontend Developer Intern,"JavaScript, React",NextGenTech,Pune,18000 INR,3 months,B.Sc,21,24,Remote,"['JavaScript', 'React']"
1188,Backend Developer Intern,"Java, Backend",AlgoNext,Gurgaon,20000 INR,1 month,BCA,20,26,Remote,"['Backend', 'Java']"
1189,Web Developer Intern,"Python, HTML, CSS",ByteWorks,Bangalore,16000 INR,3 months,MCA,22,24,Remote,"['CSS', 'HTML', 'Python']"
1190,Web Developer Intern,"Python, HTML, CSS",AlgoNext,Hyderabad,8000 INR,3 months,BCA,22,26,Remote,"['CSS', 'HTML', 'Python']"
1191,Cloud Developer Intern,"Java, Cloud",SoftLab,Noida,14000 INR,6 months,B.Sc,22,23,Office-centric,"['Cloud', 'Java']"
1192,Frontend Developer Intern,"JavaScript, React",AlgoNext,Chennai,8000 INR,4 months,B.Sc,18,28,Office-centric,"['JavaScript', 'React']"
1193,Frontend Developer Intern,"JavaScript, React",DataWorks,Chennai,14000 INR,6 months,B.Tech,18,28,Remote,"['JavaScript', 'React']"
1194,Frontend Developer Intern,"JavaScript, React",SoftLab,Bangalore,24000 INR,1 month,B.Sc,22,23,Office-centric,"['JavaScript', 'React']"
1195,Backend Developer Intern,"Java, Backend",WebSolutions,Chennai,8000 INR,4 months,BCA,18,27,Remote,"['Backend', 'Java']"
1196,ML Engineer Intern,"Python, ML",DataWorks,Hyderabad,8000 INR,6 months,MCA,22,27,Remote,"['ML', 'Python']"
1197,ML Engineer Intern,"Python, ML",WebSolutions,Delhi,12000 INR,4 months,M.Tech,19,29,Office-centric,"['ML', 'Python']"
1198,Frontend Developer Intern,"JavaScript, React",AlgoNext,Pune,20000 INR,6 months,BCA,20,28,Remote,"['JavaScript', 'React']"
1199,Backend Developer Intern,"Java, Backend",DataWorks,Ahmedabad,10000 INR,4 months,BCA,22,23,Remote,"['Backend', 'Java']"
1200,Web Developer Intern,"Python, HTML, CSS",DataWorks,Noida,18000 INR,2 months,BCA,18,28,Remote,"['CSS', 'HTML', 'Python']"
1201,Web Developer Intern,"Python, HTML, CSS",TechCorp,Pune,28000 INR,2 months,MCA,19,24,Remote,"['CSS', 'HTML', 'Python']"
1202,Data Analyst Intern,"Data Analysis, SQL",ByteWorks,Kolkata,30000 INR,6 months,MCA,20,27,Office-centric,"['Data Analysis', 'SQL']"
1203,Web Developer Intern,"Python, HTML, CSS",SoftLab,Kolkata,14000 INR,5 months,MCA,18,23,Office-centric,"['CSS', 'HTML', 'Python']"
1204,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Ahmedabad,8000 INR,4 months,M.Tech,19,30,Office-centric,"['Data Analysis', 'SQL']"
1205,Backend Developer Intern,"Java, Backend",ByteWorks,Hyderabad,28000 INR,1 month,B.Sc,22,30,Remote,"['Backend', 'Java']"
1206,Data Analyst Intern,"Data Analysis, SQL",DevHub,Mumbai,8000 INR,5 months,MCA,19,24,Remote,"['Data Analysis', 'SQL']"
1207,ML Engineer Intern,"Python, ML",DevHub,Bangalore,12000 INR,2 months,B.Tech,22,28,Remote,"['ML', 'Python']"
1208,Frontend Developer Intern,"JavaScript, React",CloudNet,Bangalore,22000 INR,4 months,M.Tech,18,29,Remote,"['JavaScript', 'React']"
1209,Data Analyst Intern,"Data Analysis, SQL",CloudNet,Mumbai,16000 INR,2 months,B.Tech,19,28,Office-centric,"['Data Analysis', 'SQL']"
1210,Cloud Developer Intern,"Java, Cloud",SoftLab,Bangalore,14000 INR,4 months,M.Tech,18,23,Remote,"['Cloud', 'Java']"
1211,ML Engineer Intern,"Python, ML",WebSolutions,Bangalore,20000 INR,1 month,B.Tech,21,23,Remote,"['ML', 'Python']"
1212,ML Engineer Intern,"Python, ML",NextGenTech,Bangalore,14000 INR,6 months,B.Tech,21,24,Office-centric,"['ML', 'Python']"
1213,Web Developer Intern,"Python, HTML, CSS",TechCorp,Pune,14000 INR,3 months,M.Tech,18,25,Remote,"['CSS', 'HTML', 'Python']"
1214,Backend Developer Intern,"Java, Backend",AlgoNext,Pune,26000 INR,3 months,B.Sc,19,28,Office-centric,"['Backend', 'Java']"
1215,ML Engineer Intern,"Python, ML",AlgoNext,Pune,24000 INR,3 months,MCA,18,29,Office-centric,"['ML', 'Python']"
1216,Data Analyst Intern,"Data Analysis, SQL",DevHub,Noida,20000 INR,3 months,B.Sc,22,24,Remote,"['Data Analysis', 'SQL']"
1217,Backend Developer Intern,"Java, Backend",DataWorks,Bangalore,18000 INR,4 months,BCA,19,30,Remote,"['Backend', 'Java']"
1218,Backend Developer Intern,"Java, Backend",NextGenTech,Kolkata,28000 INR,5 months,B.Sc,20,29,Remote,"['Backend', 'Java']"
1219,Cloud Developer Intern,"Java, Cloud",NextGenTech,Mumbai,16000 INR,3 months,M.Tech,20,30,Office-centric,"['Cloud', 'Java']"
1220,Backend Developer Intern,"Java, Backend",TechCorp,Bangalore,10000 INR,4 months,MCA,19,27,Remote,"['Backend', 'Java']"
1221,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Pune,8000 INR,5 months,BCA,18,25,Office-centric,"['Data Analysis', 'SQL']"
1222,Backend Developer Intern,"Java, Backend",DevHub,Kolkata,12000 INR,6 months,MCA,18,24,Remote,"['Backend', 'Java']"
1223,ML Engineer Intern,"Python, ML",AlgoNext,Delhi,12000 INR,1 month,MCA,21,23,Office-centric,"['ML', 'Python']"
1224,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Hyderabad,20000 INR,3 months,B.Sc,18,27,Remote,"['Data Analysis', 'SQL']"
1225,Cloud Developer Intern,"Java, Cloud",CloudNet,Mumbai,18000 INR,4 months,MCA,18,28,Remote,"['Cloud', 'Java']"
1226,Cloud Developer Intern,"Java, Cloud",DataWorks,Hyderabad,26000 INR,6 months,B.Sc,21,24,Remote,"['Cloud', 'Java']"
1227,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Ahmedabad,12000 INR,2 months,M.Tech,22,24,Remote,"['Data Analysis', 'SQL']"
1228,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Delhi,24000 INR,2 months,B.Sc,18,28,Remote,"['Data Analysis', 'SQL']"
1229,Cloud Developer Intern,"Java, Cloud",SoftLab,Kolkata,24000 INR,2 months,B.Sc,21,28,Remote,"['Cloud', 'Java']"
1230,Cloud Developer Intern,"Java, Cloud",NextGenTech,Delhi,22000 INR,6 months,B.Tech,20,27,Remote,"['Cloud', 'Java']"
1231,Data Analyst Intern,"Data Analysis, SQL",InnovateX,Pune,18000 INR,1 month,B.Sc,19,28,Remote,"['Data Analysis', 'SQL']"
1232,Backend Developer Intern,"Java, Backend",TechCorp,Gurgaon,26000 INR,1 month,B.Sc,22,25,Remote,"['Backend', 'Java']"
1233,Backend Developer Intern,"Java, Backend",DataWorks,Noida,16000 INR,6 months,MCA,22,26,Office-centric,"['Backend', 'Java']"
1234,Backend Developer Intern,"Java, Backend",CloudNet,Mumbai,10000 INR,4 months,BCA,21,25,Remote,"['Backend', 'Java']"
1235,Frontend Developer Intern,"JavaScript, React",WebSolutions,Chennai,24000 INR,3 months,B.Tech,20,27,Office-centric,"['JavaScript', 'React']"
1236,Backend Developer Intern,"Java, Backend",CloudNet,Chennai,30000 INR,2 months,B.Sc,20,24,Remote,"['Backend', 'Java']"
1237,Cloud Developer Intern,"Java, Cloud",TechCorp,Bangalore,30000 INR,4 months,MCA,20,23,Remote,"['Cloud', 'Java']"
1238,Web Developer Intern,"Python, HTML, CSS",NextGenTech,Ahmedabad,22000 INR,1 month,B.Tech,19,28,Remote,"['CSS', 'HTML', 'Python']"
1239,Web Developer Intern,"Python, HTML, CSS",TechCorp,Bangalore,10000 INR,2 months,B.Tech,19,24,Remote,"['CSS', 'HTML', 'Python']"
1240,Cloud Developer Intern,"Java, Cloud",DevHub,Kolkata,14000 INR,5 months,B.Sc,21,25,Office-centric,"['Cloud', 'Java']"
1241,Frontend Developer Intern,"JavaScript, React",DevHub,Kolkata,12000 INR,1 month,BCA,20,26,Remote,"['JavaScript', 'React']"
1242,Cloud Developer Intern,"Java, Cloud",TechCorp,Hyderabad,18000 INR,6 months,BCA,22,23,Office-centric,"['Cloud', 'Java']"
1243,ML Engineer Intern,"Python, ML",InnovateX,Mumbai,10000 INR,4 months,M.Tech,19,28,Remote,"['ML', 'Python']"
1244,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Kolkata,26000 INR,6 months,M.Tech,22,30,Office-centric,"['Data Analysis', 'SQL']"
1245,Backend Developer Intern,"Java, Backend",NextGenTech,Pune,16000 INR,4 months,BCA,18,27,Office-centric,"['Backend', 'Java']"
1246,Cloud Developer Intern,"Java, Cloud",DataWorks,Pune,14000 INR,1 month,BCA,19,24,Office-centric,"['Cloud', 'Java']"
1247,Web Developer Intern,"Python, HTML, CSS",AlgoNext,Ahmedabad,16000 INR,2 months,B.Tech,22,29,Remote,"['CSS', 'HTML', 'Python']"
1248,Frontend Developer Intern,"JavaScript, React",AlgoNext,Gurgaon,10000 INR,1 month,MCA,21,25,Office-centric,"['JavaScript', 'React']"
1249,Backend Developer Intern,"Java, Backend",WebSolutions,Pune,28000 INR,4 months,MCA,21,27,Office-centric,"['Backend', 'Java']"
1250,ML Engineer Intern,"Python, ML",AlgoNext,Mumbai,20000 INR,1 month,BCA,19,27,Remote,"['ML', 'Python']"
1251,Data Analyst Intern,"Data Analysis, SQL",ByteWorks,Kolkata,28000 INR,1 month,BCA,21,30,Office-centric,"['Data Analysis', 'SQL']"
1252,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Ahmedabad,28000 INR,6 months,B.Sc,20,27,Office-centric,"['Data Analysis', 'SQL']"
1253,Frontend Developer Intern,"JavaScript, React",InnovateX,Chennai,20000 INR,5 months,BCA,18,23,Office-centric,"['JavaScript', 'React']"
1254,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Bangalore,14000 INR,3 months,BCA,21,23,Office-centric,"['Data Analysis', 'SQL']"
1255,Data Analyst Intern,"Data Analysis, SQL",DevHub,Hyderabad,18000 INR,1 month,B.Sc,20,27,Office-centric,"['Data Analysis', 'SQL']"
1256,Data Analyst Intern,"Data Analysis, SQL",ByteWorks,Bangalore,22000 INR,5 months,MCA,21,24,Office-centric,"['Data Analysis', 'SQL']"
1257,Cloud Developer Intern,"Java, Cloud",TechCorp,Delhi,30000 INR,6 months,M.Tech,20,23,Remote,"['Cloud', 'Java']"
1258,Backend Developer Intern,"Java, Backend",NextGenTech,Hyderabad,10000 INR,2 months,M.Tech,19,25,Remote,"['Backend', 'Java']"
1259,ML Engineer Intern,"Python, ML",NextGenTech,Gurgaon,16000 INR,5 months,M.Tech,20,23,Office-centric,"['ML', 'Python']"
1260,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Hyderabad,26000 INR,1 month,MCA,22,25,Remote,"['Data Analysis', 'SQL']"
1261,Frontend Developer Intern,"JavaScript, React",DataWorks,Hyderabad,14000 INR,6 months,B.Tech,19,27,Office-centric,"['JavaScript', 'React']"
1262,Data Analyst Intern,"Data Analysis, SQL",DevHub,Kolkata,28000 INR,2 months,B.Tech,22,27,Office-centric,"['Data Analysis', 'SQL']"
1263,Frontend Developer Intern,"JavaScript, React",DataWorks,Mumbai,26000 INR,4 months,B.Tech,20,23,Remote,"['JavaScript', 'React']"
1264,Backend Developer Intern,"Java, Backend",SoftLab,Kolkata,18000 INR,3 months,MCA,19,30,Remote,"['Backend', 'Java']"
1265,Cloud Developer Intern,"Java, Cloud",AlgoNext,Pune,24000 INR,3 months,MCA,20,27,Remote,"['Cloud', 'Java']"
1266,Cloud Developer Intern,"Java, Cloud",AlgoNext,Pune,24000 INR,6 months,B.Tech,20,30,Remote,"['Cloud', 'Java']"
1267,Data Analyst Intern,"Data Analysis, SQL",ByteWorks,Noida,28000 INR,2 months,B.Sc,22,26,Office-centric,"['Data Analysis', 'SQL']"
1268,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Hyderabad,22000 INR,1 month,B.Sc,18,27,Office-centric,"['Data Analysis', 'SQL']"
1269,Web Developer Intern,"Python, HTML, CSS",CloudNet,Chennai,20000 INR,3 months,BCA,20,29,Remote,"['CSS', 'HTML', 'Python']"
1270,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Kolkata,12000 INR,6 months,M.Tech,18,28,Office-centric,"['Data Analysis', 'SQL']"
1271,Backend Developer Intern,"Java, Backend",DevHub,Chennai,28000 INR,5 months,BCA,20,28,Office-centric,"['Backend', 'Java']"
1272,Data Analyst Intern,"Data Analysis, SQL",AlgoNext,Delhi,26000 INR,1 month,B.Tech,22,24,Remote,"['Data Analysis', 'SQL']"
1273,ML Engineer Intern,"Python, ML",TechCorp,Mumbai,16000 INR,4 months,MCA,18,28,Remote,"['ML', 'Python']"
1274,Frontend Developer Intern,"JavaScript, React",DevHub,Gurgaon,22000 INR,4 months,MCA,21,26,Office-centric,"['JavaScript', 'React']"
1275,Backend Developer Intern,"Java, Backend",NextGenTech,Bangalore,22000 INR,6 months,B.Tech,22,23,Remote,"['Backend', 'Java']"
1276,Web Developer Intern,"Python, HTML, CSS",AlgoNext,Bangalore,26000 INR,6 months,BCA,22,23,Remote,"['CSS', 'HTML', 'Python']"
1277,ML Engineer Intern,"Python, ML",ByteWorks,Kolkata,14000 INR,3 months,B.Tech,19,25,Office-centric,"['ML', 'Python']"
1278,Web Developer Intern,"Python, HTML, CSS",DevHub,Ahmedabad,12000 INR,4 months,MCA,18,30,Office-centric,"['CSS', 'HTML', 'Python']"
1279,Frontend Developer Intern,"JavaScript, React",ByteWorks,Mumbai,30000 INR,6 months,MCA,18,28,Office-centric,"['JavaScript', 'React']"
1280,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Hyderabad,10000 INR,2 months,M.Tech,21,29,Office-centric,"['Data Analysis', 'SQL']"
1281,Frontend Developer Intern,"JavaScript, React",DevHub,Pune,24000 INR,4 months,BCA,21,23,Office-centric,"['JavaScript', 'React']"
1282,Data Analyst Intern,"Data Analysis, SQL",ByteWorks,Hyderabad,10000 INR,6 months,MCA,20,26,Remote,"['Data Analysis', 'SQL']"
1283,Backend Developer Intern,"Java, Backend",TechCorp,Delhi,30000 INR,3 months,MCA,19,27,Remote,"['Backend', 'Java']"
1284,Backend Developer Intern,"Java, Backend",NextGenTech,Hyderabad,16000 INR,1 month,BCA,21,27,Remote,"['Backend', 'Java']"
1285,ML Engineer Intern,"Python, ML",InnovateX,Hyderabad,30000 INR,5 months,MCA,20,26,Remote,"['ML', 'Python']"
1286,Frontend Developer Intern,"JavaScript, React",AlgoNext,Noida,8000 INR,6 months,M.Tech,22,26,Remote,"['JavaScript', 'React']"
1287,Data Analyst Intern,"Data Analysis, SQL",CloudNet,Kolkata,28000 INR,5 months,MCA,20,27,Office-centric,"['Data Analysis', 'SQL']"
1288,Backend Developer Intern,"Java, Backend",ByteWorks,Bangalore,30000 INR,6 months,B.Sc,20,25,Remote,"['Backend', 'Java']"
1289,Frontend Developer Intern,"JavaScript, React",ByteWorks,Chennai,8000 INR,1 month,BCA,18,29,Office-centric,"['JavaScript', 'React']"
1290,Backend Developer Intern,"Java, Backend",AlgoNext,Kolkata,24000 INR,2 months,B.Sc,19,26,Office-centric,"['Backend', 'Java']"
1291,ML Engineer Intern,"Python, ML",SoftLab,Ahmedabad,14000 INR,2 months,BCA,21,24,Office-centric,"['ML', 'Python']"
1292,Frontend Developer Intern,"JavaScript, React",SoftLab,Kolkata,30000 INR,4 months,B.Tech,19,25,Office-centric,"['JavaScript', 'React']"
1293,ML Engineer Intern,"Python, ML",InnovateX,Gurgaon,20000 INR,4 months,MCA,22,30,Remote,"['ML', 'Python']"
1294,ML Engineer Intern,"Python, ML",TechCorp,Bangalore,14000 INR,3 months,MCA,18,23,Remote,"['ML', 'Python']"
1295,Web Developer Intern,"Python, HTML, CSS",WebSolutions,Ahmedabad,18000 INR,3 months,B.Tech,19,30,Office-centric,"['CSS', 'HTML', 'Python']"
1296,Cloud Developer Intern,"Java, Cloud",ByteWorks,Hyderabad,18000 INR,4 months,B.Sc,18,23,Remote,"['Cloud', 'Java']"
1297,Backend Developer Intern,"Java, Backend",DataWorks,Hyderabad,10000 INR,2 months,BCA,18,23,Office-centric,"['Backend', 'Java']"
1298,Frontend Developer Intern,"JavaScript, React",CloudNet,Gurgaon,22000 INR,2 months,BCA,22,29,Remote,"['JavaScript', 'React']"
1299,Cloud Developer Intern,"Java, Cloud",WebSolutions,Ahmedabad,18000 INR,3 months,B.Tech,22,30,Remote,"['Cloud', 'Java']"
1300,Data Analyst Intern,"Data Analysis, SQL",CloudNet,Chennai,10000 INR,5 months,B.Tech,18,27,Office-centric,"['Data Analysis', 'SQL']"
1301,Backend Developer Intern,"Java, Backend",InnovateX,Ahmedabad,26000 INR,2 months,MCA,22,26,Office-centric,"['Backend', 'Java']"
1302,Web Developer Intern,"Python, HTML, CSS",CloudNet,Delhi,14000 INR,2 months,MCA,20,27,Remote,"['CSS', 'HTML', 'Python']"
1303,Frontend Developer Intern,"JavaScript, React",SoftLab,Delhi,30000 INR,3 months,B.Tech,19,29,Remote,"['JavaScript', 'React']"
1304,Frontend Developer Intern,"JavaScript, React",ByteWorks,Noida,20000 INR,6 months,B.Tech,22,26,Remote,"['JavaScript', 'React']"
1305,Backend Developer Intern,"Java, Backend",TechCorp,Chennai,28000 INR,6 months,B.Tech,21,27,Remote,"['Backend', 'Java']"
1306,Frontend Developer Intern,"JavaScript, React",SoftLab,Gurgaon,12000 INR,3 months,B.Sc,18,24,Office-centric,"['JavaScript', 'React']"
1307,Data Analyst Intern,"Data Analysis, SQL",WebSolutions,Noida,30000 INR,4 months,BCA,20,27,Remote,"['Data Analysis', 'SQL']"
1308,Frontend Developer Intern,"JavaScript, React",CloudNet,Hyderabad,12000 INR,3 months,B.Sc,20,29,Remote,"['JavaScript', 'React']"
1309,ML Engineer Intern,"Python, ML",TechCorp,Noida,16000 INR,5 months,B.Sc,20,24,Office-centric,"['ML', 'Python']"
1310,Web Developer Intern,"Python, HTML, CSS",WebSolutions,Mumbai,20000 INR,6 months,BCA,18,27,Remote,"['CSS', 'HTML', 'Python']"
1311,Cloud Developer Intern,"Java, Cloud",DevHub,Bangalore,16000 INR,5 months,MCA,21,27,Office-centric,"['Cloud', 'Java']"
1312,ML Engineer Intern,"Python, ML",InnovateX,Ahmedabad,14000 INR,1 month,BCA,22,30,Office-centric,"['ML', 'Python']"
1313,Web Developer Intern,"Python, HTML, CSS",InnovateX,Noida,10000 INR,1 month,BCA,21,27,Office-centric,"['CSS', 'HTML', 'Python']"
1314,Data Analyst Intern,"Data Analysis, SQL",TechCorp,Pune,8000 INR,4 months,M.Tech,21,29,Remote,"['Data Analysis', 'SQL']"
1315,Web Developer Intern,"Python, HTML, CSS",InnovateX,Bangalore,8000 INR,5 months,B.Tech,22,30,Office-centric,"['CSS', 'HTML', 'Python']"
1316,Frontend Developer Intern,"JavaScript, React",NextGenTech,Kolkata,12000 INR,2 months,B.Sc,22,28,Office-centric,"['JavaScript', 'React']"
1317,ML Engineer Intern,"Python, ML",InnovateX,Bangalore,26000 INR,5 months,BCA,19,30,Office-centric,"['ML', 'Python']"
1318,Frontend Developer Intern,"JavaScript, React",DataWorks,Noida,12000 INR,4 months,M.Tech,21,24,Office-centric,"['JavaScript', 'React']"
1319,Data Analyst Intern,"Data Analysis, SQL",CloudNet,Ahmedabad,30000 INR,4 months,B.Sc,21,29,Office-centric,"['Data Analysis', 'SQL']"
1320,Cloud Developer Intern,"Java, Cloud",SoftLab,Bangalore,12000 INR,3 months,BCA,18,26,Remote,"['Cloud', 'Java']"
1321,Frontend Developer Intern,"JavaScript, React",AlgoNext,Mumbai,16000 INR,1 month,B.Tech,20,26,Office-centric,"['JavaScript', 'React']"
1322,Backend Developer Intern,"Java, Backend",NextGenTech,Ahmedabad,24000 INR,1 month,B.Sc,21,29,Remote,"['Backend', 'Java']"
1323,Cloud Developer Intern,"Java, Cloud",NextGenTech,Hyderabad,10000 INR,2 months,B.Tech,18,27,Remote,"['Cloud', 'Java']"
1324,Frontend Developer Intern,"JavaScript, React",InnovateX,Kolkata,18000 INR,4 months,B.Sc,21,26,Remote,"['JavaScript', 'React']"
1325,Backend Developer Intern,"Java, Backend",NextGenTech,Mumbai,30000 INR,4 months,B.Sc,19,28,Remote,"['Backend', 'Java']"
1326,Web Developer Intern,"Python, HTML, CSS",WebSolutions,Bangalore,10000 INR,2 months,M.Tech,21,25,Office-centric,"['CSS', 'HTML', 'Python']"
1327,Frontend Developer Intern,"JavaScript, React",AlgoNext,Ahmedabad,30000 INR,2 months,B.Tech,18,23,Office-centric,"['JavaScript', 'React']"
1328,Backend Developer Intern,"Java, Backend",InnovateX,Chennai,30000 INR,4 months,BCA,18,23,Office-centric,"['Backend', 'Java']"
1329,Backend Developer Intern,"Java, Backend",ByteWorks,Delhi,26000 INR,6 months,B.Tech,22,23,Remote,"['Backend', 'Java']"
1330,Frontend Developer Intern,"JavaScript, React",InnovateX,Kolkata,26000 INR,1 month,M.Tech,22,29,Remote,"['JavaScript', 'React']"
1331,ML Engineer Intern,"Python, ML",NextGenTech,Delhi,18000 INR,2 months,B.Sc,22,23,Remote,"['ML', 'Python']"
1332,Web Developer Intern,"Python, HTML, CSS",WebSolutions,Bangalore,8000 INR,3 months,M.Tech,18,23,Remote,"['CSS', 'HTML', 'Python']"
1333,Data Analyst Intern,"Data Analysis, SQL",SoftLab,Noida,20000 INR,2 months,MCA,19,27,Office-centric,"['Data Analysis', 'SQL']"
1334,Web Developer Intern,"Python, HTML, CSS",DataWorks,Delhi,16000 INR,1 month,MCA,19,28,Remote,"['CSS', 'HTML', 'Python']"
1335,ML Engineer Intern,"Python, ML",DataWorks,Gurgaon,18000 INR,6 months,MCA,22,27,Remote,"['ML', 'Python']"
1336,Frontend Developer Intern,"JavaScript, React",AlgoNext,Chennai,8000 INR,2 months,B.Tech,20,27,Remote,"['JavaScript', 'React']"
1337,ML Engineer Intern,"Python, ML",WebSolutions,Hyderabad,16000 INR,1 month,B.Sc,21,23,Office-centric,"['ML', 'Python']"
1338,Web Developer Intern,"Python, HTML, CSS",DataWorks,Gurgaon,30000 INR,1 month,MCA,20,28,Remote,"['CSS', 'HTML', 'Python']"
1339,Backend Developer Intern,"Java, Backend",DevHub,Gurgaon,22000 INR,3 months,BCA,20,30,Remote,"['Backend', 'Java']"
1340,Backend Developer Intern,"Java, Backend",NextGenTech,Pune,26000 INR,6 months,B.Sc,22,26,Office-centric,"['Backend', 'Java']"
1341,Backend Developer Intern,"Java, Backend",DevHub,Kolkata,26000 INR,1 month,BCA,20,30,Remote,"['Backend', 'Java']"
1342,Web Developer Intern,"Python, HTML, CSS",DevHub,Delhi,26000 INR,4 months,BCA,22,24,Office-centric,"['CSS', 'HTML', 'Python']"
1343,ML Engineer Intern,"Python, ML",CloudNet,Kolkata,20000 INR,2 months,BCA,20,25,Remote,"['ML', 'Python']"
1344,Frontend Developer Intern,"JavaScript, React",DevHub,Kolkata,12000 INR,2 months,MCA,21,28,Office-centric,"['JavaScript', 'React']"
1345,Cloud Developer Intern,"Java, Cloud",CloudNet,Kolkata,14000 INR,3 months,B.Sc,21,27,Remote,"['Cloud', 'Java']"
1346,ML Engineer Intern,"Python, ML",TechCorp,Delhi,10000 INR,4 months,B.Tech,18,30,Office-centric,"['ML', 'Python']"
1347,Backend Developer Intern,"Java, Backend",NextGenTech,Kolkata,8000 INR,3 months,B.Sc,21,28,Office-centric,"['Backend', 'Java']"
1348,Frontend Developer Intern,"JavaScript, React",DataWorks,Mumbai,10000 INR,3 months,M.Tech,19,23,Office-centric,"['JavaScript', 'React']"
1349,Cloud Developer Intern,"Java, Cloud",DevHub,Ahmedabad,16000 INR,6 months,M.Tech,18,26,Remote,"['Cloud', 'Java']"
1350,Backend Developer Intern,"Java, Backend",WebSolutions,Pune,18000 INR,2 months,B.Sc,21,29,Office-centric,"['Backend', 'Java']"
1351,ML Engineer Intern,"Python, ML",CloudNet,Ahmedabad,28000 INR,5 months,M.Tech,21,29,Remote,"['ML', 'Python']"
1352,Cloud Developer Intern,"Java, Cloud",NextGenTech,Chennai,28000 INR,5 months,BCA,22,23,Remote,"['Cloud', 'Java']"
1353,ML Engineer Intern,"Python, ML",SoftLab,Hyderabad,26000 INR,2 months,B.Tech,21,28,Remote,"['ML', 'Python']"
1354,Cloud Developer Intern,"Java, Cloud",DataWorks,Kolkata,28000 INR,6 months,M.Tech,21,25,Office-centric,"['Cloud', 'Java']"
1355,Backend Developer Intern,"Java, Backend",AlgoNext,Gurgaon,12000 INR,3 months,B.Sc,20,30,Office-centric,"['Backend', 'Java']"
1356,ML Engineer Intern,"Python, ML",WebSolutions,Delhi,8000 INR,6 months,M.Tech,21,27,Remote,"['ML', 'Python']"
1357,Data Analyst Intern,"Data Analysis, SQL",DataWorks,Kolkata,20000 INR,4 months,MCA,18,26,Remote,"['Data Analysis', 'SQL']"
1358,ML Engineer Intern,"Python, ML",NextGenTech,Hyderabad,26000 INR,6 months,MCA,22,28,Remote,"['ML', 'Python']"
1359,Data Analyst Intern,"Data Analysis, SQL",NextGenTech,Delhi,20000 INR,6 months,M.Tech,20,26,Office-centric,"['Data Analysis', 'SQL']"
1360,Backend Developer Intern,"Java, Backend",InnovateX,Noida,16000 INR,2 months,M.Tech,20,25,Office-centric,"['Backend', 'Java']"
1361,Web Developer Intern,"Python, HTML, CSS",NextGenTech,Noida,30000 INR,2 months,M.Tech,21,28,Office-centric,"['CSS', 'HTML', 'Python']"
1362,Cloud Developer Intern,"Java, Cloud",InnovateX,Mumbai,26000 INR,5 months,BCA,21,25,Office-centric,"['Cloud', 'Java']"
1363,Backend Developer Intern,"Java, Backend",InnovateX,Mumbai,20000 INR,6 months,BCA,22,23,Remote,"['Backend', 'Java']"
1364,Frontend Developer Intern,"JavaScript, React",AlgoNext,Chennai,28000 INR,2 months,B.Tech,21,28,Office-centric,"['JavaScript', 'React']"
1365,Cloud Developer Intern,"Java, Cloud",WebSolutions,Delhi,20000 INR,1 month,MCA,20,25,Office-centric,"['Cloud', 'Java']"
1366,Frontend Developer Intern,"JavaScript, React",ByteWorks,Noida,16000 INR,4 months,MCA,20,27,Remote,"['JavaScript', 'React']"
1367,ML Engineer Intern,"Python, ML",WebSolutions,Chennai,10000 INR,2 months,MCA,22,26,Office-centric,"['ML', 'Python']"
1368,Backend Developer Intern,"Java, Backend",TechCorp,Bangalore,26000 INR,4 months,BCA,18,30,Office-centric,"['Backend', 'Java']"
1369,ML Engineer Intern,"Python, ML",TechCorp,Delhi,24000 INR,5 months,B.Sc,21,29,Remote,"['ML', 'Python']"
1370,Frontend Developer Intern,"JavaScript, React",DevHub,Kolkata,10000 INR,2 months,B.Tech,21,23,Office-centric,"['JavaScript', 'React']"
1371,Frontend Developer Intern,"JavaScript, React",DevHub,Delhi,12000 INR,2 months,B.Tech,20,29,Office-centric,"['JavaScript', 'React']"
1372,Backend Developer Intern,"Java, Backend",WebSolutions,Hyderabad,10000 INR,5 months,B.Tech,21,30,Office-centric,"['Backend', 'Java']"
1373,Backend Developer Intern,"Java, Backend",WebSolutions,Ahmedabad,22000 INR,3 months,B.Sc,18,28,Remote,"['Backend', 'Java']"
1374,Cloud Developer Intern,"Java, Cloud",NextGenTech,Chennai,10000 INR,5 months,MCA,22,28,Office-centric,"['Cloud', 'Java']"
1375,Data Analyst Intern,"Data Analysis, SQL",DevHub,Gurgaon,18000 INR,6 months,M.Tech,21,26,Remote,"['Data Analysis', 'SQL']"
